unique location,lat,long,geometry,nearest_weather_station
Lor Napiri,1.3714753999999998,103.87775690000001,POINT (103.8777569 1.3714754),Ang Mo Kio
Keng Chin Rd ,1.3178497999999998,103.8304962,POINT (103.8304962 1.3178498),Ang Mo Kio
MacPherson Rd ,1.3312078,103.8789855,POINT (103.8789855 1.3312078),Ang Mo Kio
"Lor 20, 22 Geylang ",1.3120355,103.8812723,POINT (103.8812723 1.3120355),Marina Barrage
Merryn Rd ,1.3263411,103.8246563,POINT (103.8246563 1.3263411),Ang Mo Kio
Silat Ave ,1.2764278,103.83057240000001,POINT (103.8305724 1.2764278),Marina Barrage
Tuas View Square ,1.3003895,103.6283998,POINT (103.6283998 1.3003895),Tuas South
Kim Tian Rd ,1.2825306,103.82763620000001,POINT (103.8276362 1.2825306),Marina Barrage
Mayflower Way,1.3721632,103.8402875,POINT (103.8402875 1.3721632),Ang Mo Kio
Jln Mastuli ,1.3549868,103.88551509999999,POINT (103.8855151 1.3549868),Ang Mo Kio
Pasir Ris Dr 3 ,1.37497,103.9516458,POINT (103.9516458 1.37497),Changi
"Lor 14, 16Geylang",1.3111228000000001,103.87920179999999,POINT (103.8792018 1.3111228),Marina Barrage
Meyer Rd ,1.2971589,103.8913837,POINT (103.8913837 1.2971589),Marina Barrage
Kaki Bt Ind Ter ,1.3357531999999999,103.9021851,POINT (103.9021851 1.3357532),Ang Mo Kio
Circuit Link ,1.3260598999999997,103.88934549999999,POINT (103.8893455 1.3260599),Ang Mo Kio
Whitchurch Rd,1.2936496000000002,103.79751740000002,POINT (103.7975174 1.2936496),Ang Mo Kio
S'goon Nth ,1.3637712,103.87393890000001,POINT (103.8739389 1.3637712),Ang Mo Kio
S'goon Ave 2 ,1.349128,103.8734316,POINT (103.8734316 1.349128),Ang Mo Kio
"Highland Rd, Walk ",1.3578343000000002,103.8788724,POINT (103.8788724 1.3578343),Ang Mo Kio
Tampines St 12,1.3499048,103.9450892,POINT (103.9450892 1.3499048),Changi
Jln Korban ,1.3445573999999998,103.8837573,POINT (103.8837573 1.3445574),Ang Mo Kio
Pasir Ris St 51 ,1.367898,103.9525058,POINT (103.9525058 1.367898),Changi
Jln Kesoma ,1.3464473999999997,103.8785457,POINT (103.8785457 1.3464474),Ang Mo Kio
Yishun Ave 3 ,1.4238094,103.8299308,POINT (103.8299308 1.4238094),Khatib
Hougang St 61 ,1.3747006000000002,103.886414,POINT (103.886414 1.3747006),Ang Mo Kio
Toh Yi Dr ,1.3380803,103.7716335,POINT (103.7716335 1.3380803),Ang Mo Kio
Eastwood Ter,1.3218063,103.9569024,POINT (103.9569024 1.3218063),Changi
Kang Choo BinRd ,1.3655628,103.8821499,POINT (103.8821499 1.3655628),Ang Mo Kio
Bedok South Ave 2 ,1.3222585,103.9374146,POINT (103.9374146 1.3222585),Changi
Choa Chu Kang Ave 4 ,1.3827764,103.7415944,POINT (103.7415944 1.3827764),Khatib
Jln Rumia,1.3112223,103.7977104,POINT (103.7977104 1.3112223),Ang Mo Kio
Hougang Ave 9,1.3750117,103.8810633,POINT (103.8810633 1.3750117),Ang Mo Kio
"Sennett Ave, Pl",1.3188487,103.9386538,POINT (103.9386538 1.3188487),Changi
Upp Changi Rd ,1.3374077,103.95952249999999,POINT (103.9595225 1.3374077),Changi
Yishun St 31 ,1.4314822,103.8456793,POINT (103.8456793 1.4314822),Khatib
Joon Hiang Rd,1.353078,103.8750824,POINT (103.8750824 1.353078),Ang Mo Kio
Bedok Industrial Pk E ,1.3360729,103.9500561,POINT (103.9500561 1.3360729),Changi
Lor 24AGeylang ,1.312143,103.8840403,POINT (103.8840403 1.312143),Marina Barrage
Jln Berjaya ,1.3526347,103.8453092,POINT (103.8453092 1.3526347),Ang Mo Kio
Jln Limau Purut,1.3233262,103.94777890000002,POINT (103.9477789 1.3233262),Changi
Gangsa Rd ,1.3778066,103.7663345,POINT (103.7663345 1.3778066),Khatib
Bowmont Gdns ,1.31433,103.9200577,POINT (103.9200577 1.31433),Marina Barrage
Surin Ave,1.3560139,103.88351309999999,POINT (103.8835131 1.3560139),Ang Mo Kio
"Happy Ave Nth, East ",1.3310598999999999,103.8810156,POINT (103.8810156 1.3310599),Ang Mo Kio
Jln Merah Saga,1.3120656000000002,103.7984352,POINT (103.7984352 1.3120656),Ang Mo Kio
"Westwood Ave, Walk",1.3511997,103.6990227,POINT (103.6990227 1.3511997),Tuas South
Boundary Rd ,1.3556455,103.8718769,POINT (103.8718769 1.3556455),Ang Mo Kio
"Bedok Rd, Walk",1.3264714,103.9512968,POINT (103.9512968 1.3264714),Changi
"Eunos Ave 7, 7A",1.3229772,103.8980792,POINT (103.8980792 1.3229772),Marina Barrage
Broadrick Rd,1.3013538,103.8906425,POINT (103.8906425 1.3013538),Marina Barrage
Florence Rd,1.3656622,103.8859105,POINT (103.8859105 1.3656622),Ang Mo Kio
"Tanah Merah Kechil Ave, Rd, Rise",1.3295629,103.9461517,POINT (103.9461517 1.3295629),Changi
Woodleigh Cl,1.3362100000000001,103.8682851,POINT (103.8682851 1.33621),Ang Mo Kio
"Lor 6, 8 Geylang",1.3114013999999998,103.8762991,POINT (103.8762991 1.3114014),Marina Barrage
Jln Kenarah ,1.384732,103.8710814,POINT (103.8710814 1.384732),Ang Mo Kio
Newton Rd ,1.3162825,103.84132559999999,POINT (103.8413256 1.3162825),Ang Mo Kio
Lor 27A Geylang ,1.3149892,103.8848435,POINT (103.8848435 1.3149892),Marina Barrage
"Yunnan Dr 1,Rd",1.3377248,103.6912061,POINT (103.6912061 1.3377248),Tuas South
Pasir Ris St 71 ,1.3755676000000001,103.9373989,POINT (103.9373989 1.3755676),Changi
Chai Chee Ave ,1.3250333,103.9246368,POINT (103.9246368 1.3250333),Changi
"Lor 14, 16 Geylang",1.3111228000000001,103.87920179999999,POINT (103.8792018 1.3111228),Marina Barrage
Fowlie Rd,1.3066601,103.9027949,POINT (103.9027949 1.3066601),Marina Barrage
"Bedok Rise, Ter ",1.3263931,103.9482762,POINT (103.9482762 1.3263931),Changi
Choa Chu Kang Ctrl ,1.3810208000000002,103.7469358,POINT (103.7469358 1.3810208),Khatib
Ernani St ,1.3198647,103.92577879999999,POINT (103.9257788 1.3198647),Changi
Bedok Nth St 2,1.3286351,103.9372078,POINT (103.9372078 1.3286351),Changi
"Amber Gdns,Rd",1.3013325,103.8991142,POINT (103.8991142 1.3013325),Marina Barrage
Binchang Walk ,1.3509379,103.8464765,POINT (103.8464765 1.3509379),Ang Mo Kio
Haigsville Dr,1.310033,103.89816809999999,POINT (103.8981681 1.310033),Marina Barrage
Jln Kechubong ,1.3858384,103.87618559999999,POINT (103.8761856 1.3858384),Ang Mo Kio
Upp Boon Keng Rd ,1.314381,103.8720873,POINT (103.8720873 1.314381),Marina Barrage
Woodlands Ave 4,1.4381579,103.7957198,POINT (103.7957198 1.4381579),Khatib
"Eng Kong Cres,Ter",1.3354921999999998,103.7690988,POINT (103.7690988 1.3354922),Ang Mo Kio
Upp Bt Timah Rd ,1.3584451000000002,103.76752950000001,POINT (103.7675295 1.3584451),Ang Mo Kio
Boundary Cl ,1.3592556,103.8597847,POINT (103.8597847 1.3592556),Ang Mo Kio
Hougang St 51 ,1.3799946,103.8881167,POINT (103.8881167 1.3799946),Ang Mo Kio
Pasir Ris Rise ,1.3765608999999999,103.9591194,POINT (103.9591194 1.3765609),Changi
Ang Mo Kio Ave4 ,1.3763427,103.8394465,POINT (103.8394465 1.3763427),Ang Mo Kio
Jln Pintau,1.3542528999999999,103.83956059999998,POINT (103.8395606 1.3542529),Ang Mo Kio
Brookvale Dr,1.3296595,103.76866609999999,POINT (103.7686661 1.3296595),Ang Mo Kio
Dalvey Rd ,1.3147258999999998,103.8226387,POINT (103.8226387 1.3147259),Ang Mo Kio
Cornwall Gdns,1.3162359,103.8009036,POINT (103.8009036 1.3162359),Ang Mo Kio
Hazel Pk Ter ,1.3717218,103.764282,POINT (103.764282 1.3717218),Khatib
Woodlands Dr 70,1.4411361999999999,103.7983161,POINT (103.7983161 1.4411362),Khatib
Puay Hee Ave,1.3316698,103.87117990000002,POINT (103.8711799 1.3316698),Ang Mo Kio
Lor 14 Geylang ,1.3112979999999999,103.8791603,POINT (103.8791603 1.311298),Marina Barrage
Woodlands Dr 14,1.4316858000000001,103.79153050000001,POINT (103.7915305 1.4316858),Khatib
Westwood Ave,1.3511997,103.6990227,POINT (103.6990227 1.3511997),Tuas South
Lor K Telok Kurau,1.3130423,103.9116196,POINT (103.9116196 1.3130423),Marina Barrage
Lor 31 Geylang,1.3149521,103.8869017,POINT (103.8869017 1.3149521),Marina Barrage
"Jln Pari Burong, Dedap",1.3343063,103.9462887,POINT (103.9462887 1.3343063),Changi
Sennett Ave,1.3188487,103.9386538,POINT (103.9386538 1.3188487),Changi
Sgoon Central ,1.3510464,103.8730466,POINT (103.8730466 1.3510464),Ang Mo Kio
Lor G Telok Kurau ,1.3171163000000001,103.91015859999999,POINT (103.9101586 1.3171163),Marina Barrage
Lor 8 Geylang,1.3104433000000002,103.87720999999999,POINT (103.87721 1.3104433),Marina Barrage
Yishun Ave 4 ,1.418593,103.840647,POINT (103.840647 1.418593),Khatib
"Chuan Dr, Lk",1.3603903999999998,103.8668733,POINT (103.8668733 1.3603904),Ang Mo Kio
Gentle Dr,1.3206892,103.8412974,POINT (103.8412974 1.3206892),Ang Mo Kio
Butterworth Ln ,1.3125829,103.89585229999999,POINT (103.8958523 1.3125829),Marina Barrage
Geylang,1.3200544,103.89177459999999,POINT (103.8917746 1.3200544),Marina Barrage
Neram Rd,1.3842729,103.8678061,POINT (103.8678061 1.3842729),Ang Mo Kio
Buangkok View,1.3821014999999999,103.8851286,POINT (103.8851286 1.3821015),Ang Mo Kio
Loyang Cres,1.3819018,103.97236070000001,POINT (103.9723607 1.3819018),Changi
Peakville Ave ,1.3326308,103.9450872,POINT (103.9450872 1.3326308),Changi
Holland Hill,1.3101736000000002,103.80164079999999,POINT (103.8016408 1.3101736),Ang Mo Kio
"Senoko Cres,Dr, Rd",1.4625659,103.80631070000001,POINT (103.8063107 1.4625659),Khatib
Lor 22 Geylang,1.3115181,103.8822222,POINT (103.8822222 1.3115181),Marina Barrage
Cairnhill Circle,1.3069563,103.8383728,POINT (103.8383728 1.3069563),Ang Mo Kio
Jln Rajawali,1.3435129,103.7684682,POINT (103.7684682 1.3435129),Ang Mo Kio
Sgn Ave 1 ,1.3546563999999999,103.8716088,POINT (103.8716088 1.3546564),Ang Mo Kio
"Sunrise Ave, Dr ",1.3894442,103.8570017,POINT (103.8570017 1.3894442),Khatib
"Lor 32, 34, 36 Geylang",1.3127845,103.8869213,POINT (103.8869213 1.3127845),Marina Barrage
Kaki Bukit Ave 1 ,1.3347731000000003,103.9077134,POINT (103.9077134 1.3347731),Ang Mo Kio
"Leith Pk, Rd ",1.3620971000000002,103.87412370000001,POINT (103.8741237 1.3620971),Ang Mo Kio
Dafne St ,1.3212469999999998,103.9262703,POINT (103.9262703 1.321247),Changi
Corporation Drive ,1.3330011999999998,103.7231731,POINT (103.7231731 1.3330012),Tuas South
Tanah Merah Kechil Road,1.328329,103.9437666,POINT (103.9437666 1.328329),Changi
Kallang Ave,1.3110556999999998,103.8647218,POINT (103.8647218 1.3110557),Marina Barrage
Telok Kurau Rd ,1.3122916,103.9108615,POINT (103.9108615 1.3122916),Marina Barrage
Anchorvale Cres ,1.398666,103.8907686,POINT (103.8907686 1.398666),Khatib
"Lor 8, 12Geylang",1.3117531,103.87699309999999,POINT (103.8769931 1.3117531),Marina Barrage
"West Coast Pl, Ter",1.3135179,103.7586396,POINT (103.7586396 1.3135179),Ang Mo Kio
KensingtonPark Dr,1.3678191000000002,103.8696678,POINT (103.8696678 1.3678191),Ang Mo Kio
Lor Melayu ,1.322173,103.9101531,POINT (103.9101531 1.322173),Marina Barrage
Jln Pelikat,1.3544951,103.8868833,POINT (103.8868833 1.3544951),Ang Mo Kio
Toh Guan Road East,1.3368715,103.7521614,POINT (103.7521614 1.3368715),Ang Mo Kio
Thomson Ridge,1.3518421999999999,103.8336427,POINT (103.8336427 1.3518422),Ang Mo Kio
"Woodlands Lk, Ter",1.4511062,103.8096188,POINT (103.8096188 1.4511062),Khatib
Simet St 2 ,1.3440316,103.9556108,POINT (103.9556108 1.3440316),Changi
Bishan St 23,1.3561586,103.8475747,POINT (103.8475747 1.3561586),Ang Mo Kio
Lor H Telok,1.3162713,103.91074909999999,POINT (103.9107491 1.3162713),Marina Barrage
Yishun St 81 ,1.4150832,103.8373311,POINT (103.8373311 1.4150832),Khatib
"Sunrise Ave, Cl, Dr, Ln, Ter, Way ",1.3894442,103.8570017,POINT (103.8570017 1.3894442),Khatib
Amber Rd,1.3000032,103.90006740000001,POINT (103.9000674 1.3000032),Marina Barrage
Toh Guan Rd ,1.3363443000000002,103.74759470000001,POINT (103.7475947 1.3363443),Ang Mo Kio
Jurong West Ctrl 1 ,1.3426040000000001,103.70544340000001,POINT (103.7054434 1.342604),Tuas South
Teck Whye Ln ,1.3788983999999997,103.7526191,POINT (103.7526191 1.3788984),Khatib
Jln Tenteram ,1.3270591,103.8594238,POINT (103.8594238 1.3270591),Ang Mo Kio
Pasir Ris Dr 1 ,1.3711058999999999,103.9488267,POINT (103.9488267 1.3711059),Changi
Lorong Chuan,1.3539077,103.8644061,POINT (103.8644061 1.3539077),Ang Mo Kio
Cairnhill Rd ,1.3067162,103.83732890000002,POINT (103.8373289 1.3067162),Ang Mo Kio
Pasir Ris St 41 ,1.3727321000000001,103.9588154,POINT (103.9588154 1.3727321),Changi
"Lor 26, 28Geylang",1.3118101999999998,103.884764,POINT (103.884764 1.3118102),Marina Barrage
Kurau,1.3122916,103.9108615,POINT (103.9108615 1.3122916),Marina Barrage
Woodlands Dr 60,1.4468836999999999,103.7995844,POINT (103.7995844 1.4468837),Khatib
Lor 33 Getlang ,1.3152493,103.8877557,POINT (103.8877557 1.3152493),Marina Barrage
Meyer Rd,1.2971589,103.8913837,POINT (103.8913837 1.2971589),Marina Barrage
"Goldhill Ave, Dr",1.3207212,103.83299720000001,POINT (103.8329972 1.3207212),Ang Mo Kio
Ampat ,1.337901,103.884739,POINT (103.884739 1.337901),Ang Mo Kio
Tampines St 45 ,1.3591474,103.95779820000001,POINT (103.9577982 1.3591474),Changi
Jln Hock Chye,1.3590535,103.8903717,POINT (103.8903717 1.3590535),Ang Mo Kio
Hindoo Rd ,1.3079731,103.85470670000001,POINT (103.8547067 1.3079731),Marina Barrage
Pasir Ris St 51,1.367898,103.9525058,POINT (103.9525058 1.367898),Changi
Pasir Ris Grove ,1.3710579999999999,103.9452663,POINT (103.9452663 1.371058),Changi
Chancery Ln ,1.3198936000000001,103.83795129999999,POINT (103.8379513 1.3198936),Ang Mo Kio
Woodlands Dr 52 ,1.4340433000000001,103.7994684,POINT (103.7994684 1.4340433),Khatib
Dyson Rd ,1.3256017,103.83984570000001,POINT (103.8398457 1.3256017),Ang Mo Kio
Lucky Hts ,1.3175152,103.9408532,POINT (103.9408532 1.3175152),Changi
Beach Rd,1.2991589,103.8589325,POINT (103.8589325 1.2991589),Marina Barrage
Bedok Rise ,1.3263931,103.9482762,POINT (103.9482762 1.3263931),Changi
Jln Sembilang,1.3560091,103.8350375,POINT (103.8350375 1.3560091),Ang Mo Kio
Guan Soon Ave ,1.3378584999999998,103.95362340000001,POINT (103.9536234 1.3378585),Changi
Dido St ,1.3210752000000001,103.9258213,POINT (103.9258213 1.3210752),Changi
Dedap Lk ,1.3880598999999998,103.86703220000001,POINT (103.8670322 1.3880599),Khatib
Jln Menarong ,1.3710454,103.83035109999999,POINT (103.8303511 1.3710454),Ang Mo Kio
Toh Guan Rd East ,1.3368715,103.7521614,POINT (103.7521614 1.3368715),Ang Mo Kio
Rivervale St ,1.3884218000000002,103.9034649,POINT (103.9034649 1.3884218),Ang Mo Kio
Lor M Telok Kurau ,1.3109464,103.9124768,POINT (103.9124768 1.3109464),Marina Barrage
Belimbing Ave ,1.33256,103.87678690000001,POINT (103.8767869 1.33256),Ang Mo Kio
Lothian Ter,1.3121832,103.9212942,POINT (103.9212942 1.3121832),Marina Barrage
Bedok Ria Cres ,1.326854,103.9531946,POINT (103.9531946 1.326854),Changi
New Upp Changi Rd ,1.3245193000000002,103.9351317,POINT (103.9351317 1.3245193),Changi
Jln Kemboja ,1.3315128999999999,103.8736473,POINT (103.8736473 1.3315129),Ang Mo Kio
Lange Rd,1.3586382,103.8767903,POINT (103.8767903 1.3586382),Ang Mo Kio
Yunnan Dr ,1.3377248,103.6912061,POINT (103.6912061 1.3377248),Tuas South
S'goon Nth Ave 3 ,1.3729806,103.87155179999999,POINT (103.8715518 1.3729806),Ang Mo Kio
Mackenzie Rd ,1.3056671999999998,103.8483225,POINT (103.8483225 1.3056672),Marina Barrage
Yishun Ring Rd ,1.4260876,103.83215940000001,POINT (103.8321594 1.4260876),Khatib
Grace Walk,1.3583177,103.8687741,POINT (103.8687741 1.3583177),Ang Mo Kio
Cranborne Rd ,1.3052066999999998,103.8872304,POINT (103.8872304 1.3052067),Marina Barrage
Eunos Rd 5 ,1.3204327,103.89616059999999,POINT (103.8961606 1.3204327),Marina Barrage
Jurong West Ave 3 ,1.35189,103.7046678,POINT (103.7046678 1.35189),Tuas South
Jurong West St42 ,1.3532078,103.721804,POINT (103.721804 1.3532078),Tuas South
Chuan Link ,1.360874,103.86632209999999,POINT (103.8663221 1.360874),Ang Mo Kio
"Sungei Kadut Ave, Way",1.4032412,103.7546595,POINT (103.7546595 1.4032412),Khatib
"Pasir Ris Lk, Rise",1.3720937,103.9473728,POINT (103.9473728 1.3720937),Changi
Lim Tua Tow Rd,1.3547083999999998,103.8761809,POINT (103.8761809 1.3547084),Ang Mo Kio
Hemsley Ave,1.3689171999999998,103.86552590000001,POINT (103.8655259 1.3689172),Ang Mo Kio
Whampoa Dr ,1.3235847,103.8565156,POINT (103.8565156 1.3235847),Ang Mo Kio
Bedok Nth Ave 1,1.3283757,103.9267275,POINT (103.9267275 1.3283757),Changi
Jln Anggerek ,1.3295278999999998,103.8818569,POINT (103.8818569 1.3295279),Ang Mo Kio
Jln Usaha ,1.3454324,103.883258,POINT (103.883258 1.3454324),Ang Mo Kio
Canberra Cres ,1.4451794,103.83086109999999,POINT (103.8308611 1.4451794),Khatib
Highland Rd ,1.3578343000000002,103.8788724,POINT (103.8788724 1.3578343),Ang Mo Kio
Carpmael Rd,1.3107036,103.8998908,POINT (103.8998908 1.3107036),Marina Barrage
Rochor Canal Rd ,1.3034847999999999,103.85563259999999,POINT (103.8556326 1.3034848),Marina Barrage
Maidstone Rd,1.3051529,103.77599690000001,POINT (103.7759969 1.3051529),Ang Mo Kio
"How Sun Ave, Cl, Dr ",1.3448685,103.8806696,POINT (103.8806696 1.3448685),Ang Mo Kio
Lengkong Tiga ,1.3243821000000002,103.91147,POINT (103.91147 1.3243821),Marina Barrage
"Lor 4, 5, 6, 7 Realty Pk",1.3686791,103.8876476,POINT (103.8876476 1.3686791),Ang Mo Kio
Compassvale Dr,1.3878883,103.8969344,POINT (103.8969344 1.3878883),Ang Mo Kio
Rosewood Dr,1.4295215000000001,103.7853307,POINT (103.7853307 1.4295215),Khatib
Corporation Rd ,1.3380754,103.71701800000001,POINT (103.717018 1.3380754),Tuas South
"Eunos Ave 5, 5A, 6, 7, 8A ",1.3212123,103.89729559999999,POINT (103.8972956 1.3212123),Marina Barrage
Begonia Dr ,1.3871280000000001,103.8623338,POINT (103.8623338 1.387128),Khatib
Bedok South Rd,1.3203597,103.93784090000001,POINT (103.9378409 1.3203597),Changi
Jln Bahagia ,1.3271680000000001,103.858069,POINT (103.858069 1.327168),Ang Mo Kio
 Ang Mo Kio Ave 10 ,1.366942,103.856596,POINT (103.856596 1.366942),Ang Mo Kio
Selegie Rd ,1.3030725,103.850061,POINT (103.850061 1.3030725),Marina Barrage
Havelock Rd ,1.2890324,103.83598690000001,POINT (103.8359869 1.2890324),Marina Barrage
Potong Pasir Ave 2 ,1.3322343,103.8671036,POINT (103.8671036 1.3322343),Ang Mo Kio
Bloxhome Dr ,1.3624968000000002,103.8625588,POINT (103.8625588 1.3624968),Ang Mo Kio
Yunnan Dr 1 ,1.3377248,103.6912061,POINT (103.6912061 1.3377248),Tuas South
Ah Hood Rd,1.3276907,103.84675759999999,POINT (103.8467576 1.3276907),Ang Mo Kio
Marine Cres ,1.3053361,103.9120281,POINT (103.9120281 1.3053361),Marina Barrage
Tanglin Halt Rd ,1.3021663,103.797285,POINT (103.797285 1.3021663),Ang Mo Kio
Jln Gumilang ,1.3589472,103.7604051,POINT (103.7604051 1.3589472),Ang Mo Kio
Geylang Rd JlnSuka ,1.3122073,103.8833391,POINT (103.8833391 1.3122073),Marina Barrage
Lincoln Rd ,1.3151667,103.84282409999999,POINT (103.8428241 1.3151667),Ang Mo Kio
"Lor 27, 27A Geylang",1.314708,103.88373,POINT (103.88373 1.314708),Marina Barrage
Eunos Ave 7 ,1.3229904,103.8981483,POINT (103.8981483 1.3229904),Marina Barrage
Katong Rd ,1.3078724,103.8952083,POINT (103.8952083 1.3078724),Marina Barrage
Teck Whye Ln,1.3788983999999997,103.7526191,POINT (103.7526191 1.3788984),Khatib
Marsiling Ln ,1.4449026000000003,103.77608190000001,POINT (103.7760819 1.4449026),Khatib
Jln Kelichap,1.3468833999999998,103.8813653,POINT (103.8813653 1.3468834),Ang Mo Kio
Hougang St 91,1.3771029,103.8821387,POINT (103.8821387 1.3771029),Ang Mo Kio
Pasir Ris St 52 ,1.3747071000000002,103.9461073,POINT (103.9461073 1.3747071),Changi
Yishun Ave 5 ,1.4304017,103.8310578,POINT (103.8310578 1.4304017),Khatib
Loyang Ave ,1.3737391,103.9746186,POINT (103.9746186 1.3737391),Changi
Jln Simpang Bedok ,1.3331203,103.94643409999999,POINT (103.9464341 1.3331203),Changi
"Begonia Dr, Ln, Ter, Walk ",1.3871280000000001,103.8623338,POINT (103.8623338 1.387128),Khatib
Ave 2 ,1.3209156000000002,103.88709870000001,POINT (103.8870987 1.3209156),Marina Barrage
"Mt Sinai Dr, Rise",1.3175596,103.7804475,POINT (103.7804475 1.3175596),Ang Mo Kio
Jln Terang Bulan ,1.3222868,103.9244546,POINT (103.9244546 1.3222868),Changi
Chestnut Dr ,1.3692511,103.7695212,POINT (103.7695212 1.3692511),Khatib
"Eng KongCres, Rd ",1.3331935,103.76789529999999,POINT (103.7678953 1.3331935),Ang Mo Kio
Ang Mo Kio Ave1 ,1.3636049,103.8473581,POINT (103.8473581 1.3636049),Ang Mo Kio
Onan Rd,1.3110822,103.9004189,POINT (103.9004189 1.3110822),Marina Barrage
Yishun Ave 4,1.418593,103.840647,POINT (103.840647 1.418593),Khatib
Jln Sempadan,1.3123428999999998,103.9273523,POINT (103.9273523 1.3123429),Marina Barrage
Handy Rd,1.2996253999999998,103.8464005,POINT (103.8464005 1.2996254),Marina Barrage
Bedok Reservoir View ,1.3368263999999999,103.936717,POINT (103.936717 1.3368264),Changi
Ubi Rd 1,1.3295985000000001,103.8922267,POINT (103.8922267 1.3295985),Ang Mo Kio
Joo Chiat Ter,1.3148068000000002,103.9028814,POINT (103.9028814 1.3148068),Marina Barrage
Terang Bulan Ave,1.3217871,103.9224923,POINT (103.9224923 1.3217871),Changi
Eastwood Dr,1.3233243000000001,103.9557363,POINT (103.9557363 1.3233243),Changi
Jurong West St 24 ,1.3501591999999998,103.70687109999999,POINT (103.7068711 1.3501592),Tuas South
Bt Teresa Rd ,1.2756815000000001,103.82651659999999,POINT (103.8265166 1.2756815),Marina Barrage
Sembawang Cres,1.4447308,103.8167416,POINT (103.8167416 1.4447308),Khatib
"Lor 32, 34Geylang",1.3127845,103.8869213,POINT (103.8869213 1.3127845),Marina Barrage
Kim Keat Lk ,1.3324775,103.8580168,POINT (103.8580168 1.3324775),Ang Mo Kio
Jurong West St 65,1.339965,103.7010383,POINT (103.7010383 1.339965),Tuas South
"Eastwood Dr, Green, Pl, Walk ",1.3233243000000001,103.9557363,POINT (103.9557363 1.3233243),Changi
"Lor 4, 6, 7 Realty Pk",1.3684441999999999,103.8876375,POINT (103.8876375 1.3684442),Ang Mo Kio
Hougang St 52 ,1.3767515,103.88940059999999,POINT (103.8894006 1.3767515),Ang Mo Kio
Farrer Rd ,1.3174774999999999,103.80773740000001,POINT (103.8077374 1.3174775),Ang Mo Kio
Bt Batok St 31 ,1.3589162000000001,103.7511175,POINT (103.7511175 1.3589162),Ang Mo Kio
Hougang Ave 2,1.3680548000000001,103.8854872,POINT (103.8854872 1.3680548),Ang Mo Kio
Charlton Rd,1.3549226,103.8817505,POINT (103.8817505 1.3549226),Ang Mo Kio
Boon Teck Rd ,1.3269162,103.8500812,POINT (103.8500812 1.3269162),Ang Mo Kio
Punggol Central ,1.4022903999999998,103.9070022,POINT (103.9070022 1.4022904),Khatib
"Pasir Ris Hts, View",1.3822466,103.94162299999999,POINT (103.941623 1.3822466),Changi
Lor 105 Changi ,1.3164608999999998,103.90269640000001,POINT (103.9026964 1.3164609),Marina Barrage
Jln Malu Malu ,1.4419236,103.8261609,POINT (103.8261609 1.4419236),Khatib
Jurong West St 71 ,1.3427229999999999,103.6954423,POINT (103.6954423 1.342723),Tuas South
Kingswear Ave,1.3680671,103.8655659,POINT (103.8655659 1.3680671),Ang Mo Kio
Sims Ave,1.3160558999999998,103.887811,POINT (103.887811 1.3160559),Marina Barrage
S'goon Rd ,1.349128,103.8734316,POINT (103.8734316 1.349128),Ang Mo Kio
Lincoln Rd,1.3151667,103.84282409999999,POINT (103.8428241 1.3151667),Ang Mo Kio
Hougang Ctrl ,1.3711415,103.8926156,POINT (103.8926156 1.3711415),Ang Mo Kio
Cavan Rd ,1.3109267,103.86153900000001,POINT (103.861539 1.3109267),Marina Barrage
Kismis Ave,1.3358326999999999,103.7730377,POINT (103.7730377 1.3358327),Ang Mo Kio
"Parry View, Walk",1.3658545,103.87900570000001,POINT (103.8790057 1.3658545),Ang Mo Kio
Jln Pelatina ,1.3509368,103.8346689,POINT (103.8346689 1.3509368),Ang Mo Kio
Court Rd ,1.2884308,103.8458053,POINT (103.8458053 1.2884308),Marina Barrage
Peck Hay Rd,1.3091072,103.8387501,POINT (103.8387501 1.3091072),Ang Mo Kio
Miltonia Cl,1.4178261,103.8477547,POINT (103.8477547 1.4178261),Khatib
Bishan St 24,1.3565862,103.844408,POINT (103.844408 1.3565862),Ang Mo Kio
Casuarina Rd,1.375008,103.82805920000001,POINT (103.8280592 1.375008),Ang Mo Kio
Tampines St 86 ,1.3536318,103.9295529,POINT (103.9295529 1.3536318),Changi
"Lor 1, 4, 6, 7Realty Pk ",1.3106041000000002,103.8726161,POINT (103.8726161 1.3106041),Marina Barrage
Jln Kelempong,1.3622742,103.9674548,POINT (103.9674548 1.3622742),Changi
Bt Batok West Ave 5 ,1.3585254999999998,103.7425132,POINT (103.7425132 1.3585255),Ang Mo Kio
"Lor 4, 8, 10, 12,16 Geylang",1.3118252000000001,103.8798479,POINT (103.8798479 1.3118252),Marina Barrage
Jln Remis ,1.3151001,103.9362594,POINT (103.9362594 1.3151001),Changi
Jln Chorak ,1.3606173000000001,103.88140229999999,POINT (103.8814023 1.3606173),Ang Mo Kio
West Coast Rd ,1.3102382,103.7563407,POINT (103.7563407 1.3102382),Ang Mo Kio
Guillemard Ln ,1.3101366,103.8808235,POINT (103.8808235 1.3101366),Marina Barrage
Lor 30 Geylang ,1.312709,103.88633829999999,POINT (103.8863383 1.312709),Marina Barrage
Mandai Est,1.4069266000000002,103.75871640000001,POINT (103.7587164 1.4069266),Khatib
Pearl Bank ,1.2825919,103.8398038,POINT (103.8398038 1.2825919),Marina Barrage
